Aphrika	África
80 watakuna	Años 80
80 watakuna kñ	Años 80 a. C.
810 watakuna	Años 810
820 watakuna	Años 820
830 watakuna	Años 830
840 watakuna	Años 840
Gibson ch'in pacha	Desierto de Gibson
Juvénal Habyarimana	Juvénal Habyarimana
Yuraq lagartu	Caiman crocodilus
Pichincha marka	Provincia de Pichincha
Abdullah Ahmad Badawi	Abdullah Ahmad Badawi
Daddy Yankee	Daddy Yankee
Sajama	Nevado Sajama
850 watakuna	Años 850
La Guajira suyu	La Guajira
Calakmul	Calakmul
Chuqiyapu suyu	Departamento de La Paz (Bolivia)
Taqna	Tacna
Fernando Botero	Fernando Botero
Guaviare suyu	Guaviare
Pirqaq	Albañilería
Machina k'arachiq	Cubozoa
Lluklluy	Desnaturalización (bioquímica)
Viseu distritu	Distrito de Viseu
Castelo Branco distritu	Distrito de Castelo Branco
Guarda distritu	Distrito de Guarda
Setúbal distritu	Distrito de Setúbal
La Habana pruwinsya	Provincia de La Habana
Everglades mamallaqta parki	Parque nacional de los Everglades
Angélica Gorodischer	Angélica Gorodischer
Emerson Leao	Emerson Leão
Saramuyu	Annona squamosa
Anunas	Annona
900 watakuna	Años 900
Luigi Riva	Luigi Riva
Ch'iki qachu	Elytrigia repens
90 watakuna	Años 90
910 watakuna	Años 910
Suphullu	Ampolla (piel)
Henkel	Henkel (empresa)
Ernesto Cardenal	Ernesto Cardenal
Racing Club	Racing Club
Zhelyu Zhelev	Zheliu Zhelev
Chan Chan	Chan Chan
Tapaqari pruwinsya	Provincia de Tapacarí
José Antonio Chang	José Antonio Chang
Canindeyú suyu	Departamento de Canindeyú
Walusa	Xanthosoma sagittifolium
Luis José de Orbegoso	Luis José de Orbegoso y Moncada
Gérson	Gérson
Chaqña distritu	Distrito de San Juan de Chacña
Boaco suyu	Departamento de Boaco
Allin simi	Cortesía
Puywanku	Órgano (instrumento musical)
Ukumpi	Epicrates cenchria
Michel Micombero	Michel Micombero
Wasqar q'inti	Patagona gigas
Llallawa	Llallagua
Inti t'iksuy	Tarde
Qawachu distritu	Distrito de Cahuacho
T'arata pruwinsya (Buliwya)	Provincia de Esteban Arze
Rachel de Queiroz	Rachel de Queiroz
Atawallpa Yupanki	Atahualpa Yupanqui
Yanakachi munisipyu	Yanacachi
Muyupampa (San Martin)	Moyobamba
Quwi	Cavia
Christian Karembeu	Christian Karembeu
Pedro Blanco Soto	Pedro Blanco Soto
Parinaquta pruwinsya	Provincia de Parinacota
Chunkara qucha	Lago Chungará
Piyata	Agricultura itinerante
Cujiri wat'a	Isla del Pescado
Movimiento País	Alianza PAIS
Qhipaq maqanakuy	La última batalla
Qarapuku Chawaya munisipyu	Carabuco
Étienne de Gerlache	Étienne Constantin de Gerlache
Tara	Caesalpinia spinosa
Anrreswaylla	Cestrum parqui
Wasay	Euterpe precatoria
Muriti	Mauritia (planta)
Sanqhaya	Echinopsis maximiliana
Payas	Miconia
Awqa	Enemigo
Muña	Minthostachys
Asukarwayu	Hymenaea
Pakay yura	Inga (planta)
Pukachupa chul	Astyanax fasciatus
Wachuma	Echinopsis peruviana
Qantu	Cantua buxifolia
Rawaq	Kageneckia
Tuktu hawayuq krus k'aspi	Brownea
Puskayllu	Cumulopuntia boliviana
Chilli	Aphandra
Antakusma	Krameria
Sankurima	Espeletia
Atuq waqachi	Cylindropuntia tunicata
Pisqu llaqta	Pisco (ciudad)
Yakuma pruwinsya	Provincia de Yacuma
Waripiskay	Cumulopuntia ignescens
Urin Atlantiku Awtunumu suyu	Región Autónoma de la Costa Caribe Sur
Madre de Dios	Madre de Dios
Pampa	Pampa
Ñankawasu mayu	Río Ñancahuazú
Óscar Córdoba	Óscar Córdoba
Óscar Romero	Óscar Romero
Ózd	Ózd
Rexhep Meidani	Rexhep Meidani
Brett Emerton	Brett Emerton
Rinat Dasajev	Rinat Dasáyev
Martin Landau	Martin Landau
Carlos Alberto	Carlos Alberto Torres
Sándor Kocsis	Sándor Kocsis
Alfonso VIII	Alfonso VIII de Castilla
Jefferson Farfán	Jefferson Farfán
Fernando Redondo	Fernando Redondo
Carlos Gamarra	Carlos Gamarra
Tirso de Molina	Tirso de Molina
László Kubala	Ladislao Kubala
Cláudio Taffarel	Cláudio Taffarel
Samuel Richardson	Samuel Richardson
Jules Grévy	Jules Grévy
Tupaq Amaru	Túpac Amaru I
Abdul Rahman	Tunku Abdul Rahman
Bryan Robson	Bryan Robson
Lázaro Cárdenas	Lázaro Cárdenas del Río
Enrique Peña	Enrique Peña Nieto
Barry Gibb	Barry Gibb
Maurice Gibb	Maurice Gibb
Hipólito Yrigoyen	Hipólito Yrigoyen
Hassan Gouled Aptidon	Hassan Gouled Aptidon
Lola Beltrán	Lola Beltrán
François Tombalbaye	François Tombalbaye
Adolfo Bioy	Adolfo Bioy Casares
Somchai Wongsawat	Somchai Wongsawat
Ahmadou Ahidjo	Ahmadou Ahidjo
Santa Marta	Santa Marta (desambiguación)
Emil Constantinescu	Emil Constantinescu
Nur Mohammad Taraki	Nur Muhammad Taraki
Djalma Santos	Djalma Santos
A Perfect Circle	A Perfect Circle
Wiruchu	Desmodus rotundus
Warayu pruwinsya	Provincia Guarayos
Honorio Delgado	Honorio Delgado
Santiago Chuku distritu	Distrito de Santiago de Chuco
José Antonio Páez	José Antonio Páez
Badlands mamallaqta parki	Parque nacional Badlands
Rod Taylor	Rod Taylor
James Gandolfini	James Gandolfini
Ch'uru	Caracol
Jürgen Kohler	Jürgen Kohler
Ryutaro Hashimoto	Ryūtarō Hashimoto
Paysandú	Paysandú
Guillermo Stábile	Guillermo Stábile
Mario Yepes	Mario Yepes
Emilio Salgari	Emilio Salgari
Salmun	Salmo (género)
Aixin-Jueluo Fulin	Emperador Shunzhi
Diego Velázquez de Cuéllar	Diego Velázquez de Cuéllar
Dino Merlin	Dino Merlin
David Dacko	David Dacko
Alf Ramsey	Alf Ramsey
Poul Nyrup Rasmussen	Poul Nyrup Rasmussen
Achuqcha	Cyclanthera pedata
Kutuchupa	Metaxyaceae
Qarawichka	Jacaranda
Mut'uy	Senna (planta)
Yawar t'ayqu	Castilleja
José Figueres	José Figueres Ferrer
Ch'uqriyuyu	Kalanchoe pinnata
Georgios Papandreou	Yorgos Papandréu (1888)
José Camacho	José Antonio Camacho
Sunkaru	Pseudoplatystoma
Puka urqu q'acha-q'acha	Schinopsis lorentzii
Juan Manuel Vargas	Juan Manuel Vargas
Rob Rensenbrink	Rob Rensenbrink
Jean Fouquet	Jean Fouquet
Rómulo Gallegos	Rómulo Gallegos
Teófilo Cubillas	Teófilo Cubillas
Garcilaso de la Vega	Garcilaso de la Vega
Tostão	Tostão (futbolista)
Igor Belanov	Igor Belánov
Li Xiannian	Li Xiannian
Tupaq Inka Yupanki	Túpac Yupanqui
Jan Syse	Jan Peder Syse
Júnior	Leovegildo Lins da Gama Júnior
Guadalupe Victoria	Guadalupe Victoria
Julio María Sanguinetti	Julio María Sanguinetti
Juan Velasco Alvarado	Juan Velasco Alvarado
Wayna Qhapaq	Huayna Cápac
Juan Manuel de Rosas	Juan Manuel de Rosas
António Guterres	António Guterres
Luis Cabral	Luís Cabral
Vavá	Vavá
Francisco de Miranda	Francisco de Miranda
Mário Zagallo	Mário Zagallo
Anton Polster	Anton Polster
Sach'a millma	Tillandsia usneoides
Fatos Nano	Fatos Nano
Denílson	Denílson de Oliveira
Qiwuña	Polylepis
Hatun kiswar	Buddleja incana
Chachakuma	Escallonia
Maurice Couve de Murville	Maurice Couve de Murville
Víctor Paz Estenssoro	Víctor Paz Estenssoro
Emilio Colombo	Emilio Colombo
Yuraq uma-uma	Echinopsis obrepanda
José Nasazzi	José Nasazzi
Chul	Astyanax
Jared Borgetti	Jared Borgetti
Andres Oper	Andres Oper
Falcão	Paulo Roberto Falcão
Didí	Didí
Jan Ceulemans	Jan Ceulemans
Franky Van der Elst	Franky van der Elst
Anastasio Somoza	Anastasio Somoza García
Sylvanus Olympio	Sylvanus Olympio
Carlos Mesa	Carlos Mesa
Dawda Jawara	Dawda Jawara
Joan Manuel Serrat	Joan Manuel Serrat
Eduardo Rodríguez Veltzé	Eduardo Rodríguez Veltzé
Raí	Raí
Dámaso Alonso	Dámaso Alonso
Venustiano Carranza	Venustiano Carranza
César Luis Menotti	César Luis Menotti
Martin de Porres	Martín de Porres
Valentin Ivanov	Valentín Kozmich Ivanov
Marius Tresor	Marius Tresor
Enzo Bearzot	Enzo Bearzot
Maaouya Ould Sid'Ahmed Taya	Maaouya Ould Sid'Ahmed Taya
Louis Riel	Louis Riel
Jorge Campos	Jorge Campos
Nieto Alcalá-Zamora	Niceto Alcalá-Zamora
Hong Myung-Bo	Hong Myung-Bo
Hamani Diori	Hamani Diori
Bartolomé Mitre	Bartolomé Mitre
Dražan Jerković	Dražan Jerković
Hal Holbrook	Hal Holbrook
Richard Griffiths	Richard Griffiths
Sandro Mazzola	Sandro Mazzola
Donald Pleasence	Donald Pleasence
Plutarco Elías	Plutarco Elías Calles
Genaro	Jenaro (obispo)
Luis Monti	Luis Monti
Manuel Belgrano	Manuel Belgrano
Miguel Alemán	Miguel Alemán Valdés
Manuel Avila	Manuel Ávila Camacho
Gustavo Díaz Ordaz	Gustavo Díaz Ordaz
Francesco di Paola	Francisco de Paula (santo)
David Alfaro Siqueiros	David Alfaro Siqueiros
José Andrade	José Leandro Andrade
Tupaq Amaru iskay ñiqin	Túpac Amaru II
Philibert Tsiranana	Philibert Tsiranana
Moses Malone	Moses Malone
José Maria Eça de Queirós	José Maria Eça de Queirós
Vladimír Mečiar	Vladimír Mečiar
Piruwpa wiñay kawsaynin	Historia del Perú
Pillpintu tuktuyuq urin rikch'aq ayllu	Faboideae
Qhatuna	Mercancía (economía)
José de Anchieta	José de Anchieta
Tukuku	Phoenicopterus chilensis
Chubby Checker	Chubby Checker
Petru Groza	Petru Groza
Mata-mata	Chelus fimbriatus
Kåre Willoch	Kåre Willoch
Aixin-Jueluo Yinzhen	Emperador Yongzheng
Juan Vicente Gómez	Juan Vicente Gómez
Vittorio Pozzo	Vittorio Pozzo
Héctor Scarone	Héctor Scarone
Ricardo Bochini	Ricardo Enrique Bochini
Bryan Ruiz	Bryan Ruiz
Miguel López de Legazpi	Miguel López de Legazpi
Serebro	Serebro
K'umukuq rimay	Lengua fusionante
Ibrahim Abboud	Ibrahim Abbud
Chaqna	Carga de pago
Oleh Protasov	Oleg Protásov
Pichqantin Siwilchasqa Runallaqta	Cinco Tribus Civilizadas
Christian Michelsen	Christian Michelsen
Seo Jae-pil	Seo Jae-pil
Pasto	San Juan de Pasto
Souphanouvong	Souphanouvong
Wayawa	Psidium
Llut'ana sinta	Cinta adhesiva
Simp'a	Trenza
Cieszyn	Cieszyn
Abimael Guzmán	Abimael Guzmán
Linli	Auricularia auricula-judae
Ch'uchu	Sapindus
Beja distritu	Distrito de Beja
Karchi marka	Provincia de Carchi
Impapura marka	Provincia de Imbabura
Belisario Porras	Belisario Porras
Porto distritu	Distrito de Oporto
Urqu raki-raki	Dryopteris filix-mas
Mulla qipuncha	Pulmonaria officinalis
Trujillo (Ispañapi)	Trujillo (España)
Qumichiy	Esterilización (medicina)
Q'iwi	Luxación
Chahta	Choctaw
Limanowa	Limanowa
Primo Carnera	Primo Carnera
Braga distritu	Distrito de Braga
Viana do Castelo distritu	Distrito de Viana do Castelo
Trygve Bratteli	Trygve Bratteli
Tiksi	Origin
Seán T. O'Kelly	Seán T. O'Kelly
Adolfo Ruiz	Adolfo Ruiz Cortines
Armenia (Quindío)	Armenia (Quindío)
Tarija pruwinsya	Provincia de Cercado (Tarija)
Mayupura (Tarija)	Entre Ríos (Tarija)
Gary Barlow	Gary Barlow
Abraham Valdelomar	Abraham Valdelomar
Aya p'ampay	Inhumación
Ñaw yura rikch'aq ayllu	Tecophilaeaceae
Maldonado suyu	Departamento de Maldonado
Uta	Leishmaniasis
Pacha paqariy riqpa puriynin	The Voyage of the Dawn Treader
Victoria llaqta	Ciudad Victoria
Qullqi tiyana	La silla de plata
Salsa-salsa	Sonchus oleraceus
Hatun sach'a allqu	Atelocynus microtis
José Zorrilla	José Zorrilla
Yūji Nakazawa	Yūji Nakazawa
Julio César Romero	Julio César Romero
Ademir	Ademir Marques de Menezes
César Gaviria	César Gaviria
Domingo de Santo Tomás	Domingo de Santo Tomás
Facundo Cabral	Facundo Cabral
José Orozco	José Clemente Orozco
Rodolfo Cerrón Palomino	Rodolfo Cerrón Palomino
Manqu Qhapaq iskay ñiqin	Manco Inca
Omar Torrijos	Omar Torrijos Herrera
José Antonio Pavón y Jiménez	José Antonio Pavón y Jiménez
Juan Alberto Schiaffino	Juan Alberto Schiaffino
Sebastián de Belalcázar	Sebastián de Belalcázar
René Barrientos Ortuño	René Barrientos Ortuño
Rómulo Betancourt	Rómulo Betancourt
Miguel Hernández	Miguel Hernández
Alexandros Zaimis	Aléxandros Zaimis
Jacques Charles	Jacques Charles
Francisco Morazán	Francisco Morazán
Machuyay	Senescencia
Silvia Pinal	Silvia Pinal
Atlético Nacional	Club Atlético Nacional S. A.
Miskitu	Misquito
Johan Ferrier	Johan Ferrier
Donald Dewar	Donald Dewar
Utirayay	Sorpresa
Kunkuwana	Tigrisoma lineatum
Paquyaq asuka	Otaria flavescens
Marakay	Maracay
Nicolás Guillén	Nicolás Guillén
Apaykachana	Anexo:Medios de transporte
Rikch'aq t'aqa	División (biología)
Inka Garcilaso de la Vega	Inca Garcilaso de la Vega
Andrés Avelino Cáceres	Andrés Avelino Cáceres
Hong Xiuquan	Hong Xiuquan
Lluchk'ana	Tobogán
Kuyuq rikch'a hap'ina	Cámara de cine
Popayán	Popayán
Gustavo Gutiérrez	Gustavo Gutiérrez Merino
Þingvallavatn	Þingvallavatn
Fernanda Montenegro	Fernanda Montenegro
Wayas marka	Provincia del Guayas
Kañar marka	Provincia de Cañar
Esmeraldas marka	Provincia de Esmeraldas
Adolfo López	Adolfo López Mateos
José Carlos Mariátegui	José Carlos Mariátegui
Omar Rodriguez-Lopez	Omar Rodríguez-López
Lucio Gutiérrez	Lucio Gutiérrez
Hubert Maga	Hubert Maga
Luis Lacalle	Luis Alberto Lacalle
Ahmad Tejan Kabbah	Ahmad Tejan Kabbah
Võ Văn Kiệt	Võ Văn Kiệt
António de Spínola	António de Spínola
Abédi Pelé	Abédi Pelé
Qhichwa Simi Hamut'ana Kuraq Suntur	Academia Mayor de la Lengua Quechua
Odvar Nordli	Odvar Nordli
Acadia mamallaqta parki	Parque nacional Acadia
Sawanqaya	Sabancaya
Yana chichiku	Saguinus fuscicollis
Pisqu mayu	Río Pisco
Tango	Tango
Urnu ñawch'i mama llaqta parki	Parque nacional Cabo de Hornos
Wayllapampa distritu (Rikuway)	Distrito de Huayllapampa
Cornelio Saavedra pruwinsya	Provincia de Cornelio Saavedra
Ch'ullu	Chullo
Kururay	Desarrollo
Aqupampa (sut'ichana)	Acobamba
Aqupampa distritu (Siwas)	Distrito de Acobamba (Sihuas)
Aqupampa distritu (Tarma)	Distrito de Acobamba (Tarma)
Do Muoi	Đỗ Mười
Guillermo Amor	Guillermo Amor
Kiwi yura	Actinidia deliciosa
Moktar Ould Daddah	Moktar Ould Daddah
Aymara	Aimara (desambiguación)
Mircea Snegur	Mircea Snegur
Kacharpaya	Cacharpaya
Sinru qillqa: Llaqtakuna (Ikwadur)	Anexo:Ciudades de Ecuador
Riduksyun	Reducción de indios
Branco	Branco
Gianpiero Combi	Gianpiero Combi
Faryd Mondragón	Faryd Mondragón
Alexandre Pétion	Alexandre Pétion
Mirachiy	Reproducción (desambiguación)
Adela Zamudio	Adela Zamudio
Algarrobo	Algarrobo
Richard Schiff	Richard Schiff
Ademir da Guia	Ademir da Guia
Ayaz Mutallibov	Ayaz Mutallibov
József Antall	József Antall
Edward Mutesa	Mutesa II de Buganda
Julio Roca	Julio Argentino Roca
Han Seung-soo	Han Seung-soo
Anthony Mamo	Anthony Mamo
Michal Kováč	Michal Kováč
Radu Vasile	Radu Vasile
Victor Mature	Victor Mature
Mao Dun	Mao Dun
Joseph Jenkins Roberts	Joseph Jenkins Roberts
Faustino Asprilla	Faustino Asprilla
Joaquín Sabina	Joaquín Sabina
Marcelo de Alvear	Marcelo Torcuato de Alvear
Munay	Voluntad
Taraqu (sut'ichana)	Taraco (desambiguación)
Adolfo Ballivián	Adolfo Ballivián
Victor Ikpeba	Victor Ikpeba
Adolfo Valencia	Adolfo Valencia
Pedro de Betancur	Pedro de San José Betancur
Arthur Friedenreich	Arthur Friedenreich
Pukatupsa pawshi	Mitu tuberosum
Ayntaka	Metachirus nudicaudatus
Pedernales kiti	Cantón Pedernales
Lamud distritu	Distrito de Lámud
James Rodríguez	James Rodríguez
Bob Pettit	Bob Pettit
Keith Mitchell	Keith Mitchell
San Pawlu Lipis	San Pablo de Lípez
Fernández Alonso munisipyu	Fernández Alonso
Manuela Sáenz	Manuela Sáenz
Zito	José Ely de Miranda
Sávio Bortolini	Sávio Bortolini
Chawpi suyu (Parawayi)	Departamento Central
Yuraquma mayusuksu	Cinclus leucocephalus
San Francisco de Daguas distritu	Distrito de San Francisco de Daguas
Luisa Cuculiza	Luisa María Cuculiza
Puerto Ayacucho	Puerto Ayacucho
Antonio Buero	Antonio Buero Vallejo
Wankas distritu	Distrito de Huancas
John Galliquio	John Galliquio
Bragança distritu	Distrito de Braganza
Phukuna	Cerbatana
Buliwyap umalliqnin	Presidente de Bolivia
Antikuna atuq	Lycalopex culpaeus
Glacier mamallaqta parki (Hukllachasqa Amirika Suyukuna)	Parque nacional de los Glaciares
Yawar ispay	Hematuria
José Miguel de Velasco	José Miguel de Velasco
Carlos Blanco Galindo	Carlos Blanco Galindo
Iru Phutunqu (Chinchay Lipis-Chili)	Volcán Irruputuncu
Hatun sikwanka	Ramphastos toco
Sinru qillqa: Llaqtakuna (Piruw)	Ciudades del Perú
Chittagong	Chittagong
Valledupar	Valledupar
José Hernández	José Hernández
Jean-Baptiste Bagaza	Jean-Baptiste Bagaza
Szentes	Szentes
Henry Meiggs	Henry Meiggs
Mohammed Mzali	Mohamed Mzali
Yawar Waqaq	Yáhuar Huácac
Yang Shangkun	Yang Shangkun
Inka Ruq'a	Inca Roca
Santiago Acasiete	Santiago Acasiete
Silvio Rodríguez	Silvio Rodríguez
Wiraqucha Inka	Huiracocha Inca
José Cardozo	José Saturnino Cardozo
Thorvald Stoltenberg	Thorvald Stoltenberg
Javier Pulgar Vidal	Javier Pulgar Vidal
Boris Vallejo	Boris Vallejo
Nolberto Solano	Nolberto Solano
Pedro Molina Mazariegos	Pedro Molina Mazariegos
Igor Ivanov	Ígor Serguéievich Ivanov
Li Dazhao	Li Dazhao
Eloy Alfaro	Eloy Alfaro
Hélder Câmara	Hélder Câmara
José María Morelos	José María Morelos
Uqu distritu	Distrito de Uco
Latakunka	Latacunga
Finidi George	Finidi George
Vila Real distritu	Distrito de Vila Real
Phan Văn Khải	Phan Văn Khải
Jānis Čakste	Jānis Čakste
José Bonifácio	José Bonifácio
Agustín Gamarra	Agustín Gamarra
Félix María Samaniego	Félix María Samaniego
Gonzalo Sánchez de Lozada	Gonzalo Sánchez de Lozada
Ayqichiy	Deportación
Hiki p'anqa	Selaginellaceae
Yunka ch'illtu	Solanum betaceum
Leonardo Boff	Leonardo Boff
Teodoro Fernández	Teodoro Fernández Meyzán
Víctor Raúl Haya de la Torre	Víctor Raúl Haya de la Torre
Hinarimana	Adverbio
Hao Haidong	Hao Haidong
Goh Kun	Goh Kun
Kunishige Kamamoto	Kunishige Kamamoto
Faas Wilkes	Faas Wilkes
Pedro Pablo Kuczynski	Pedro Pablo Kuczynski
Jonathan Motzfeldt	Jonathan Motzfeldt
Suysuna	Tamizado
Arthur Chung	Arthur Chung
Phaka usa	Pthirus pubis
Aero Cóndor	Aero Cóndor
Luis Marín	Luis Marín Murillo
Titu Kusi Yupanki	Titu Cusi Yupanqui
Aníbal Troilo	Aníbal Troilo
Tupaq Wallpa	Túpac Hualpa
Sitqa	Brassica nigra
Gerardo Diego	Gerardo Diego
Roque Sáenz Peña	Roque Sáenz Peña
Wimereux	Wimereux
Ikitus k'iti	Distrito de Iquitos
San Vicente kiti	Cantón San Vicente
Qunchamarka distritu	Distrito de Conchamarca
Murrupun pruwinsya	Provincia de Morropón
Puhili kiti	Cantón Pujilí
Purullku	Taza
Siqlla distritu	Distrito de Seclla
Gaston Febus	Gastón III de Foix-Bearne
Alonso de Mendoza	Alonso de Mendoza
Piki	Siphonaptera
Litoral pruwinsya	Provincia de Litoral de Atacama
Chalamarka distritu	Distrito de Chalamarca
Chinchay Yunka pruwinsya	Provincia de Nor Yungas
Ayaya	Platalea ajaja
Muyusiki	Actitis macularius
Manu mamallaqta wari kancha	Parque nacional del Manu
Quncha	Agaricus
Orosháza	Orosháza
Pulinisya rimaykuna	Lenguas polinesias
Barcelona (Winisuyla)	Barcelona (Venezuela)
Millonarios FC	Millonarios Fútbol Club
Mathiyup qillqasqan	Evangelio de Mateo
Chilipi amachasqa sallqa suyukuna	Anexo:Parques nacionales de Chile
Buliwyapi amachasqa sallqa suyukuna	Anexo:Parques nacionales de Bolivia
Suchisa	Encomienda
Mallki chakra	Agroforestería
Awariku mayu	Río Aguarico
Awahun	Aguaruna
Machu Pikchu llaqta	Aguas Calientes (Machupicchu)
Tupi	Tupí
Pepino	Pepino (desambiguación)
Santa Lusiya	Santa Lucía (desambiguación)
Agustín Lara	Agustín Lara
Agustín Morales Hernández	Agustín Morales
Napu	Napo
Urin mayuatu	Procyon cancrivorus
Aimé Bonpland	Aimé Bonpland
Chinchiru	Chincheros
Bartolomé wat'a	Isla Bartolomé (Galápagos)
Santa Fe wat'a	Isla Santa Fe
Santiago wat'a	Isla Santiago (Galápagos)
Ephesuyuqkunapaq qillqa	Epístola a los Efesios
K'iraw	Cuna (mueble)
Chila	Cecropia
Oropesa	Oropesa
Tutura (sut'ichana)	Totora
Charkas	Charcas
Siwayru	Acetato de cobre (II)
Millu	Sulfato de aluminio
Likankawur	Volcán Licancabur
Pumarapi	Volcán Pomerape
Rodrigo Valdez	Rodrigo Valdez
Jututu	Phoenicoparrus jamesi
Chururu	Phoenicoparrus andinus
Willkapampa (sut'ichana)	Vilcabamba
Jorge Amado Nunes	Jorge Amado Nunes
Surku distritu (Lima pruwinsya)	Distrito de Santiago de Surco
Hallka	Páramo andino
Yura wira	Aceite de cocina
Bearnpa Gaston tawañiqin	Gastón IV de Bearne
Paqcha distritu (Hunin)	Distrito de Paccha (Yauli)
K'uyu	Violeta (color)
Roberto Carlos	Roberto Carlos (futbolista)
T'uruchaki	Furnarius
Llanqha	Rosa (color)
Chunkara–Ruphasqa Tampu q'asa	Tambo Quemado
Raramuri	Pueblo tarahumara
Puna qiwuña	Polylepis tarapacana
Pachakamaq llaqta	Pachacámac (sitio arqueológico)
Nino Bravo	Nino Bravo
Warmiy llaqta	Huarmey
Q'aqchakuy	Susto
San Luis Lukma distritu	Distrito de San Luis de Lucma
Q'illu Unu distritu	Distrito de Quelloúno
Rabah Madjer	Rabah Madjer
San Lorenzo kiti	Cantón San Lorenzo
Emmanuel Amuneke	Emmanuel Amunike
Villazón	Villazón
Churupampa distritu (Wanuku)	Distrito de Churubamba
Võ Chí Công	Võ Chí Công
Everaldo	Everaldo Marques
Miguel Juárez	Miguel Ángel Juárez Celman
Andrés Bello	Andrés Bello
José María Montealegre	José María Montealegre Fernández
Andrés Rodríguez	Andrés Rodríguez Pedotti
Altiero Spinelli	Altiero Spinelli
Nicolás Avellaneda	Nicolás Avellaneda
Víctor Hugo Aristizábal	Víctor Hugo Aristizábal
José Figueroa	José Figueroa Alcorta
Walter Centeno	Walter Centeno
Haya (sut'ichana)	Haya
Roberto Boninsegna	Roberto Boninsegna
Carlos Bianchi	Carlos Bianchi
Ransisku (Tayta Papa)	Francisco (papa)
Francisco de Paula Santander	Francisco de Paula Santander
Carlos de Céspedes	Carlos Manuel de Céspedes del Castillo
Muwa	Dinornithidae
Amantani	Amantaní
Amarildo	Amarildo
Amariti	Amarete
Vicente Feola	Vicente Feola
Liu Yandong	Liu Yandong
Luis Sáenz Peña	Luis Sáenz Peña
Giba	Gilberto Godoy Filho
Tuywis	Amazona (animal)
CF America	Club América
Javier Velásquez	Javier Velásquez Quesquén
Chetumal	Chetumal
Lavalleja suyu	Departamento de Lavalleja
Misk'i	Sabor dulce
Maiya Plissezkaya	Maya Plisétskaya
Carazo suyu	Departamento de Carazo
Demis Nikolaidis	Demis Nikolaidis
Betty Veizaga Siles	Betty Veizaga Siles
Amparo Rivelles	Amparo Rivelles
Casimira Rodríguez	Casimira Rodríguez Romero
María Sumire	María Sumire
Clorinda Matto de Turner	Clorinda Matto de Turner
Mauro Ramos	Mauro Ramos
Beatriz (santu)	Beatriz de Silva
Beatriz Merino	Beatriz Merino
Bartolina Sisa	Bartolina Sisa
Hilaria Supa	Hilaria Supa Huamán
Nina Pacari	Nina Pacari
Magaly Solier	Magaly Solier
Xiomara Alfaro	Xiomara Alfaro
Regla Torres	Regla Torres
Chanrara mach'aqway	Crotalus
